time_ms,set,target_mps,kp,ki,trim_us,enable,vx_mps,vy_mps,vz_rad_s,battery_v,frame_hex
2759,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
2796,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
2847,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
2883,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
2949,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
2996,p20_i0_t12,-2.500,20.0,0.0,12,1,0.000,0.000,0.000,12.064,7B 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 75 7D
3038,p20_i0_t12,-2.500,20.0,0.0,12,1,-1.639,0.000,0.000,12.064,7B 01 F9 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 15 7D
3096,p20_i0_t12,-2.500,20.0,0.0,12,1,-1.819,0.000,0.000,12.064,7B 01 F8 E5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 68 7D
3146,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.027,0.000,0.000,12.064,7B 01 F8 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 98 7D
3184,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.083,0.000,0.000,12.064,7B 01 F7 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 5F 7D
3248,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.082,0.000,0.000,12.064,7B 01 F7 DE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 5C 7D
3295,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.419,0.000,0.000,12.064,7B 01 F6 8D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 0E 7D
3344,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.393,0.000,0.000,12.064,7B 01 F6 A7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 24 7D
3392,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.438,0.000,0.000,12.064,7B 01 F6 7A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 F9 7D
3440,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.440,0.000,0.000,12.064,7B 01 F6 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 FB 7D
3491,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.432,0.000,0.000,12.064,7B 01 F6 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 03 7D
3543,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.347,0.000,0.000,12.064,7B 01 F6 D5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 56 7D
3596,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.487,0.000,0.000,12.064,7B 01 F6 49 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 CA 7D
3633,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.407,0.000,0.000,12.064,7B 01 F6 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 1A 7D
3694,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.443,0.000,0.000,12.064,7B 01 F6 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 F6 7D
3748,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.456,0.000,0.000,12.064,7B 01 F6 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 EB 7D
3784,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.444,0.000,0.000,12.064,7B 01 F6 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 F7 7D
3847,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.360,0.000,0.000,12.064,7B 01 F6 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 4B 7D
3889,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.489,0.000,0.000,12.064,7B 01 F6 47 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 C4 7D
3946,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.409,0.000,0.000,12.064,7B 01 F6 97 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 14 7D
4000,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.467,0.000,0.000,12.064,7B 01 F6 5D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 DE 7D
4046,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.369,0.000,0.000,12.064,7B 01 F6 BF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 3C 7D
4090,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.463,0.000,0.000,12.064,7B 01 F6 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 E2 7D
4148,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.382,0.000,0.000,12.064,7B 01 F6 B2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 31 7D
4196,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.509,0.000,0.000,12.064,7B 01 F6 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 B0 7D
4232,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.405,0.000,0.000,12.064,7B 01 F6 9B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 18 7D
4283,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.460,0.000,0.000,12.064,7B 01 F6 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 E7 7D
4346,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.348,0.000,0.000,12.064,7B 01 F6 D4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 57 7D
4391,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.451,0.000,0.000,12.064,7B 01 F6 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 EE 7D
4439,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.372,0.000,0.000,12.064,7B 01 F6 BC 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 3F 7D
4486,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.503,0.000,0.000,12.064,7B 01 F6 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 BA 7D
4547,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.443,0.000,0.000,12.064,7B 01 F6 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 F6 7D
4597,p20_i0_t12,-2.500,20.0,0.0,12,1,-2.484,0.000,0.000,12.064,7B 01 F6 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 20 CF 7D
