"SetName","Target","Kp","Ki","Trim","Enable","Samples","MeanVx","Mae","Std","Overshoot","Score"
"p20_i0_t16","-1.8","20","0","16","1","57","-1.7299649122807","0.0768421052631579","0.235199278322103","0.077","0.119402069179263"
"p20_i0_t16","-1.2","20","0","16","1","56","-1.16044642857143","0.0419107142857143","0.029036257902133","0.014","0.0489625271808209"
"p20_i0_t16","-0.8","20","0","16","1","56","-0.789624999999999","0.018875","0.0212279822909022","0.0349999999999999","0.0339363991145451"
"p20_i0_t16","-0.5","20","0","16","1","56","-0.497410714285714","0.0142321428571429","0.0181764926540871","0.04","0.0311409674898472"
"p20_i0_t16","-0.3","20","0","16","1","56","-0.247410714285714","0.0863392857142857","0.128798676898943","0.177","0.163579219559233"
"p20_i0_t16","0.3","20","0","16","1","56","0.291303571428571","0.0370178571428571","0.0469729860219289","0.068","0.0665665064439536"
"p20_i0_t16","0.5","20","0","16","1","56","0.496303571428571","0.0265178571428571","0.0333905031637831","0.086","0.0625873823010463"
"p20_i0_t16","0.8","20","0","16","1","56","0.785892857142857","0.0186071428571429","0.0188638719054521","0.0209999999999999","0.0279503364524154"
"p20_i0_t16","1.2","20","0","16","1","56","1.11235714285714","0.0972857142857143","0.219811317511457","0.268","0.215476280161287"
"p20_i0_t16","1.8","20","0","16","1","56","1.71955357142857","0.0804464285714286","0.0433255614269358","0","0.0826127066427754"
"p20_i0_t16","2.5","20","0","16","1","56","2.46553571428571","0.0474285714285714","0.0461700909238694","0.0699999999999998","0.0777370759747648"
